general_plant_id,if_edible,if_indoors,if_medicinal,if_poisonous,if_fruits,if_flowers,plant_type,plant_cycle,attracts,propagation,description
12,False,False,False,False,False,False,tree,Every year,[],"[""Cutting"", ""Grafting Propagation"", ""Layering Propagation"", ""Air Layering Propagation"", ""Seed Propagation""]","The Amur Maple is a beautiful and versatile species of tree that are perfect for any property. With its vibrant green buds and star-shaped leaves that turn yellow and orange in the autumn, this stunning tree makes for a spectacular backdrop in any yard or garden. Its dense growth provides ample shade and its smaller size means it won't take up too much space. The Amur Maple is also highly resilient, resistant to extreme temperatures and insect diseases and does well in most soils. This hardy and majestic tree will bring years of beauty to your lawn and garden."
13,False,False,False,False,False,False,tree,Every year,[],"[""Cutting"", ""Grafting Propagation"", ""Layering Propagation"", ""Air Layering Propagation"", ""Stooling"", ""Root Division""]","The Flame Amur Maple is an amazing plant species perfect for any landscape. It's small to medium size, with a mature height of 15 to 20 feet, makes it perfect for tight spaces in gardens, parks, or yards. Its bright orange-red buds make a striking statement in the spring, and its leaves are a beautiful deep green in summer. In fall, the foliage turns a striking array of red, yellow and orange colors giving a brilliant splash to the landscape. It's very hardy, tolerating most soil types, and can adapt to various climates, making it a great addition to any home garden."
14,False,False,False,False,False,False,tree,Every year,[],"[""Cutting"", ""Grafting Propagation"", ""Layering Propagation"", ""Air Layering Propagation"", ""Tissue Culture""]","The Red Rhapsody Amur Maple (Acer ginnala ‘Mondy’) is a stunning and unique addition to any garden. With its brilliant red foliage, this maple species is a captivating sight in the spring and fall. The tree is also not as large as other maple varieties, making it an ideal choice for small gardens and yards. It thrives in varied soil conditions and can survive temperatures down to -30F. This resilient tree can last for many years and provides welcome shade during the warm summer months. The Red Rhapsody Amur Maple is a stunning and unique tree for any garden and promises a vibrant splash of color throughout the entire year."
15,False,False,False,False,False,False,tree,Every year,[],"[""Cutting"", ""Grafting Propagation"", ""Layering Propagation"", ""Air Layering Propagation"", ""Root Division""]","Ruby Slippers Amur Maple is an amazing plant species that can survive in extreme conditions. It has a unique vertical habit, clockwise foliage, and bright red stems which makes it a great ornamental tree. Its deep green summer foliage with a pattern of creamy white margins, plus its eye-catching red stem color in the fall and winter give this plant unique beauty. It is fast-growing and tolerates extreme heat, drought, and cold temperatures. It also thrives in a variety of soils and can handle little maintenance. So, Ruby Slippers Amur Maple is an amazing species to have in your garden, adding beauty and color all year round."
16,False,False,False,False,True,True,tree,Every year,[],"[""Seed Propagation"", ""Greenwood Cuttings"", ""Hardwood Cuttings""]","Paperbark Maple (Acer griseum) is a truly amazing tree. With its unique cinnamon-color bark that peels in thin layers and its delicate foliage, it is a sight to behold in any garden. In spring, the tree features delicate pink and white flowers. The foliage turns a copper-bronze color in the fall, making it a great ornamental tree year-round. Paperbark Maple is also low-maintenance and easy to grow, making it an ideal choice for a sheltered spot in your garden. It is also a great option for a screen near a patio or pool. The Paperbark Maple is a beautiful and versatile must-have for any garden."
17,False,False,False,False,False,True,tree,Every year,[],"[""Air Layering Propagation"", ""Grafting Propagation"", ""Cutting"", ""Division"", ""Seed Propagation""]","The Fullmoon Maple is a spectacular deciduous shrub native to Japan, Korea and parts of China. It features an incredible round, bright yellow foliage in spring and summer that turns rich oranges and reds in the fall. Its unique shape gives it a wonderful presence in the garden, while its attractive bark is marked with orange and dark brown hues. For added attraction in the garden, the Fullmoon Maple is renowned for its stunning white flowers with yellow centers, which bloom from late spring until early summer. Its beautiful foliage, stunning flowers and interesting bark make the Fullmoon Maple an amazing garden addition for any landscape."
18,False,False,False,False,True,True,tree,Every year,[],"[""Cutting"", ""Grafting Propagation""]","The Cutleaf Fullmoon Maple is one of nature's most beautiful trees. Its intricate, delicate leaves have deep lobes and unique lobing patterns- each one showing its own distinct character. Its light silvery-green foliage turns a golden yellow in fall. The Cutleaf Fullmoon Maple produces long, elegant branches with large, full flowers that shimmer in the moonlight. In spring, the foliage emerges in a brilliant array of soft pinks, whites, and yellows. This eye-catching display gives this tree its name- Cutleaf Fullmoon Maple. Combined with beautiful bark that takes on an attractive whitish hue, this tree is sure to be a stunning addition to any garden."
19,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Tissue Culture""]","Attaryi Fullmoon Maple is an amazing ornamental tree that provides breathtaking visual impact throughout the year. Its young foliage emerges a bright pink hue in spring, fades to a golden yellow in summer and transforms to a spectacular burnt orange in autumn. This spectacular show, combined with the graceful weeping branches and deep mahogany bark, makes it an ideal focal point in outdoor landscapes. Attaryi Fullmoon Maple is also known for its drought tolerance, making it an adaptable choice for gardeners of all levels. Best of all, its ability to thrive in just about any soil and pH makes it an excellent addition to any garden."
20,False,False,False,False,False,False,tree,Every year,[],"[""Air Layering Propagation"", ""Grafting Propagation"", ""Cutting"", ""Division"", ""Seed Propagation""]","The Golden Fullmoon Maple is an amazing plant species due to its dazzling yellow-gold leaves, which scintillate in the sun. This tree is a sight to behold, especially in autumn, when the leaves turn a richer golden color. Its bark is smooth and light in color and its branches are gently curved and attractively shaped. This species of maple is easy to grow and thrives in full sun or partial shade, along with well-drained, fertile soil. It is also resistant to most pests and diseases, making it an ideal choice for the garden or backyard. With its graceful form and beautiful leaves, the Golden Fullmoon Maple is truly a stand-out in the landscape."
21,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Tissue Culture""]","Emmett's Pumpkin Fullmoon Maple is an amazing deciduous tree species that is known for its beautiful foliage. It has dark green, almost bronze-colored leaves that turn a deep orange-red in the fall. In the summertime, it has clusters of yellow-orange flowers, and in the winter it features small, red seed plumes. It grows in a pleasing, rounded shape and reaches heights up to 25 feet, providing year-round beauty to any landscape. It is a great choice for gardeners who are looking for a unique tree that provides stunning colors throughout the seasons."
22,False,False,False,False,False,True,tree,Every year,[],"[""Air Layering Propagation"", ""Grafting Propagation"", ""Cutting"", ""Division"", ""Seed Propagation""]","The Green Cascade Maple (Acer japonicum 'Green Cascade') is an amazing plant with stunning features. It has a unique cascading form which means it is slightly wider at the base and gradually narrows as it grows taller. The foliage of this tree is deep green with reddish-tinged edges in the spring and summer, transforming to a deep yellow-green in autumn. This foliage provides a beautiful contrast with the bark which is grey-brown with a light orange tone. The Green Cascade Maple is an excellent choice for a specimen tree or to provide a natural screen. It's versatile, easy to care for, and provides stunning visual appeal all year round."
23,False,False,True,False,True,True,tree,Every year,"[""Squirrels"", "" Bees""]","[""Seed Propagation""]","Big Leaf Maple (Acer macrophyllum) is an amazing species of maple tree. It is native to western North America, growing up to 100 feet tall in some areas. Its leaves are extremely large, reaching up to a foot in width and length, and are a brilliant green in the summer months. In autumn, the leaves turn a stunning yellow, orange, or even a mix of the two. Big Leaf Maple is prized for its hard wood, making it popular for many furniture and flooring options. Its impressive size, vibrant color, and useful timber make it a truly amazing tree species."
24,False,False,False,False,True,True,tree,Every year,"[""Squirrels"", "" Bees""]","[""Seed Propagation""]","Mocha Rose Big Leaf Maple is an amazing plant species for many reasons. It has lush glossy green foliage with deeply lobed leaves that are edged in pink, giving this tree a stunning look that is unlike any other. It also enjoys sun, but is tolerant of partial shade and can tolerate most soil types and moisture conditions. Its ability to thrive in a range of environments and climates makes it an excellent choice for gardeners. In addition to its eye-catching foliage, this maple also produces small flowers in the spring, providing a great source of nectar for pollinators. Overall, Mocha Rose Big Leaf Maple is an exquisite and unparalleled choice for any garden."
25,False,False,False,False,False,True,tree,Every year,[],"[""Air Layering Propagation"", ""Grafting Propagation"", ""Cutting"", ""Division"", ""Seed Propagation""]","Flamingo Boxelder is an amazing and eye-catching tree variety that adds a unique flair to any garden. It’s an elegant and graceful accent tree, with striking, feathery, pink and white foliage and bright pink seedpods in the Autumn. Its heart-shaped leaves are also great for wildlife and provide a natural habitat for birds. In addition to its ornamental beauty, this fast-growing and hardy tree is also quite tough and resistant to disease, pests, and drought. Perfect for small gardens, containers, and street trees, this stunning tree is sure to add a playful and vibrant touch to any outdoor space."
26,False,False,False,False,False,True,tree,Every year,[],"[""Cutting"", ""Grafting Propagation"", ""Layering Propagation"", ""Air Layering Propagation"", ""Root Division""]","Kelly's Gold Boxelder is a spectacular tree with many amazing features. Its large ovate leaves are edged with a creamy yellow border that contrasts brilliantly with its dark green center. In spring, showy yellow and red flowers promote the growth of large clusters of dark red fruits in autumn. This tree is also a hardy species that is fairly drought tolerant, and can thrive in both sun and partial shade. Beyond its beauty, it also provides excellent shade, being a fast-growing, large tree. Its vibrant leaves create an eye-catching focal point in any landscape setting. Kelly's Gold Boxelder is the ideal tree for any outdoor space."
27,False,False,True,False,True,True,tree,Every year,[],"[""Air Layering Propagation"", ""Grafting Propagation"", ""Cutting"", ""Seed Propagation""]","The Japanese Maple, or Acer Palmatum, is a beautiful small tree and an amazing addition to any landscape. Its delicate foliage offers an incredible range of colors, from vibrant reds to deep greens throughout the growing season. In the fall, its leaves turn yellow and oranges, and finally bronze. With its intricate branches and vibrant colors, it is a sight to behold. This species is also preferred for its versatility, as it grows well in both container gardens and in large outdoor spaces. Its petite size makes it an ideal choice for a variety of settings, making it a great all-around choice for any garden."
28,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Tissue Culture""]","The Aka Shigitatsu Sawa Japanese Maple is an amazing tree sure to stand out in any garden. Its spectacular foliage consists of deeply lobed, bright green leaves that turn a brilliant orange-red in the fall. The tree itself has a compact growth habit, with an upright and symmetrical silhouette. It can withstand extreme temperatures, making it ideal for colder climate gardens. Additionally, it requires minimal pruning and is pest and disease resistant. The Aka Shigitatsu Sawa Japanese Maple truly is a stunning addition to any garden and is sure to be the centerpiece of any landscape."
29,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","Acer palmatum 'Alpenweiss' is an amazing dwarf Japanese maple species with uniquely variegated leaves. This small tree has a low and spreading habit, making it perfect for a variety of garden settings. Throughout spring and summer, its foliage is a delightful mix of cream and white hues, slowly turning deeper shades of yellow and orange with the arrival of autumn. In addition to its beautiful foliage, it produces small, dainty flowers of pink and red during the spring months. As its small size requires no pruning, the Acer palmatum 'Alpenweiss' makes a low maintenance accent to many landscape designs."
30,False,False,False,False,False,False,tree,Every year,[],"[""Air Layering Propagation"", ""Grafting Propagation"", ""Cutting"", ""Seed Propagation""]","Ao Shime No Uchi Japanese Maple (Acer palmatum 'Ao Shime No Uchi') is a stunning plant, with a profusion of eye-catching colors. Its history dates back to Japan, where it is still highly popular. The cascading leaves display an array of colors—from bright pink in spring, turning into light green and yellow in summer, then shades of cream and golden yellow in autumn. During the summer, the naturally compact growth and foliage of this dwarf tree create an enchanting feature in your garden. With striking beauty and an irresistible shape to its leaves, it is no wonder why Ao Shime No Uchi Japanese Maple is such an amazing addition to any garden."
31,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Aoyagi Japanese Maple is a stunning sight to behold. It is a beautiful, compact deciduous shrub with highly textured, silver-green to yellow-green foliage that transforms to shades of maroon-red in autumn. Springtime brings clusters of small, rosy-red flowers that provide sweet nectar for butterflies and other pollinators. Aoyagi Japanese Maples make nice additions to rock gardens, small spaces, naturalized areas and even as specimen plants on larger properties. They grow best in part shade to full sun with well-drained, slightly acidic soil and average water. Highly ornamental, easy to care for and disease-resistant, the Aoyagi Japanese Maple is an amazing and rewarding choice for any landscape."
32,False,False,False,False,True,True,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Root Division""]","Arakawa Cork Bark Japanese Maple (Acer palmatum 'Arakawa') is an amazing tree to include in any garden. With year-round interest, it has beautiful foliage and an unusual bark. The delicate, five-lobed leaves are bright green in summer, changing to orange and yellow in autumn. Its bark is striking with thick, corky ridges, giving an element of rugged beauty. Plus, it's great for small spaces since it only grows to 5m high and only takes around 10 years to reach its full size. Add it to a sunny but sheltered spot for the best performance."
33,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Asahi Zuru Japanese maple is an absolutely amazing specimen. With its multiple shades of green and yellow, it is absolutely stunning. Its deeply cut leaves and cascading foliage provide unique structure within the landscape. In fall, the foliage further stands out with its brilliant yellow, crimson, and orange colors. And during the winter months, stems are relieved of their foliage to reveal a pleasing, brown, exfoliating bark. Asahi Zuru Japanese maple is highly adaptable to many soil types, can be grown in sun or shade, and rarely requires pruning. All of this combined makes it a perfect choice for the home garden."
34,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","Ribbon-leaf Japanese Maple (Acer palmatum 'Atrolineare') is a stunningly beautiful specimen of maple tree. It features delicate, ribboned-shaped leaves that create a cascading, lacy effect. The leaves emerge bright-green in the spring and then deepen to a majestic dark purple for the summer months. It is quite tolerant of different conditions and makes an excellent choice for small gardens and as a potted plant. Additionally, its slow growth makes it easy to maintain and it shows off its stunning range of colors throughout the season. Perfect for adding drama to the garden, Ribbon-leaf Japanese Maple is a must-have for the avid gardener!"
35,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Root Division""]","The Purple-Leaf Japanese Maple is one of the most popular small trees you can own in your garden. With its bold and beautiful foliage, it can add to any garden’s style. During spring and early summer its leaves are a vibrant shade of red and turn to a purple hue when cooler temperatures arrive. This tree also has plenty of other features that make it an amazing choice. Its upright form is especially nice if you’re looking for a small tree that can cover up an ugly fence. Plus, it’s disease resistant and requires minimal maintenance, which is a bonus. It’s no wonder why this Maple species is so popular!"
36,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","Aureum Japanese Maple (Acer palmatum 'Aureum') is amazing for its stunning color and shape. The leaves are a beautiful yellow-green color with spectacular red tinges to them in the Spring and Fall, while they are a deeper green in the summertime. Uniquely shaped with its 5-7 toothed lobes and slim, graceful serration, it is also a slow growing dwarf maple tree, with a growth rate of 9-15 inches per year. Additionally it is quite tolerant to some shade, making it ideal for semi-shaded locations in the garden. Add the beautiful fall colors of orange and yellow to the mix, and you have an unbeatable statement tree that glows against the landscape."
37,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Root Division""]","The Autumn Fire Japanese Maple is an amazing plant species due to its striking beauty in fall. Its leaves begin to turn bright red during autumn, providing a vibrant and colorful contrast. The foliage is delicate with five pointed lobes and its growth rate is slower than other maple varieties. The Autumn Fire Japanese Maple is also low-maintenance, a great choice for small areas, and can tolerate both light and partial shade. Its unique appearance is perfect for any garden or landscape and will be a highlight for many years to come."
38,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Azuma Murasaki Japanese Maple is an amazing species due to its exquisite foliage. In spring the foliage is a deep purple that transitions to the bright green of summer. In autumn, the leaves turn from yellow to red to orange, creating a truly stunning display of color. The delicate, lacy leaves are stunning in any landscape and can be enjoyed for their beauty for many months out of the year. As an added benefit, this hardy plant is resistant to disease and pests, making it an ideal species for all kinds of spaces."
39,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Beni Kawa Coral Bark Japanese Maple is a captivating sight! This small tree is admired for its stunning coral-red bark and vibrant yellow-green leaves. It's the perfect specimen to adorn any garden, big or small, as it can reach a maximum size of up to 15 feet tall, making it a beautiful small tree with large showy foliage. It is known for its round, elegant shape and its exceptional color range, adding a splash of vivid color to a garden setting. It's also tolerant to most soil conditions and a variety of climates, and can handle full, partial, or even light shade. It's truly a gardener's delight!"
40,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","Beni Otake Japanese Maple is an outstanding small tree known for its vibrant displays of color. Its enchanting red-orange foliage turns to a brilliant scarlet in autumn. Its habit is multi-stemmed and habit is extremely vase-shaped, mature width of 10-15 feet. This deciduous tree is well-drained, drought tolerant, and will thrive in a variety of soil conditions. Its low maintenance and its wide branching brings a unique aesthetic to any landscape. Beni Otake Japanese Maple is a rare and stunning foliage, perfect as an ornamental tree, in sheltered rock gardens, or landscapes."
41,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","Beni Schichihenge Japanese Maple (Acer palmatum 'Beni Schichihenge') is an amazing plant species for those seeking a unique, colorful addition to the landscape. This small tree has leaves that emerge vibrant shades of orange and pink before transitioning to a deep, rich green. Its wide, cascading form creates interesting texture and substance even in tight spaces. It also shows off stunning red and yellow hues in the fall before its leaves turn brown and easily drop away. Not only beautiful, it's also a hardy species that can withstand extreme temperatures and display consistent growth with minimal care. Highly adaptable and easy to maintain, Beni Schichihenge Japanese Maple is a stunning option for gardens big and small."
42,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","This stunning and delicate tree species is truly a sight to behold. The Beni Tsukasa Japanese Maple (Acer palmatum 'Beni Tsukasa') is a dwarf variety with a refined spreading form reaching no more than 3 meters in height. In spring, the tree becomes alive with vibrant crimson-red leaves, eventually transitioning to a lush green colour as the seasons change. In fall, the foliage once again turns to a brilliant crimson hue, attaining a fuller, denser look. Beni Tsukasa is also known for its abundance of showy red-purple flowers that bloom in the spring. This resilient tree species is perfect for smaller gardens, requiring minimal maintenance and making an extraordinary statement in any garden or landscape."
43,False,False,False,False,False,True,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Root Division""]","The Bloodgood Japanese Maple (Acer palmatum 'Bloodgood') is an amazing plant species for its beauty and features. It is considered a medium-sized tree, with an attractive upright form that gives it a beautiful presence in any landscape. The leaves are a deep maroon color in the summer, changing to a brilliant scarlet in the fall. Its bark is smooth and gray, adding to its aesthetic. The Bloodgood Japanese Maple is very beautiful, disease resistant, and easy to care for, making it the perfect choice for your garden."
44,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Cutting"", ""Layering Propagation"", ""Air Layering Propagation"", ""Root Division""]","The Bonfire Japanese Maple (Acer palmatum 'Bonfire') is an amazing variety of maple that stands out for its stunning display of blazing scarlet new growth throughout the growing season. The lime green foliage that emerges in spring is a lovely contrast against the fiery foliage that comes later. This is one tree everyone will admire and appreciate. Not only is it gorgeous, it is easy to care for and compact, making it a garden favorite. It can also be grown in containers and provides much needed color and interest in autumn. All of these unique qualities make the Bonfire Japanese Maple a truly special addition to any garden."
45,False,False,False,False,False,False,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Division"", ""Root Cutting""]","Brandt's Dwarf Japanese Maple is truly a unique and amazing species. Reaching a maximum size of only two feet in height and three feet in width, this miniature maple tree features lacey, finely-cut leaves in a deep burgundy color. In the spring, Brandt's Dwarf Japanese Maple bears small, star-shaped reddish-pink flowers, which are followed in autumn by cloud-like clusters of tiny red fruits. Fascinating and resilient, this plant is drought-tolerant and slow-growing, perfect for gardens and containers. Its vibrant foliage and low maintenance make it a great addition to any landscape."
46,False,False,False,False,False,True,tree,Every year,[],"[""Grafting Propagation"", ""Layering Propagation"", ""Cutting"", ""Air Layering Propagation"", ""Root Division""]","The Burgundy Lace Japanese Maple is a stunning and awe-inspiring sight. Growing to be between 6 and 10 feet tall, it has an upright and rounded form with lush foliage that is vivid green in the summer and transitions to a gorgeous deep maroon in the fall. Its delicate, lacy lobes make it an attractive ornamental tree year round and its vibrant foliage is sure to turn heads in any garden. Its intricate beauty and unique color set it apart from other maple species and adds an air of sophistication to any landscape."
47,False,False,False,False,False,True,tree,Every year,[],"[""Air Layering Propagation"", ""Grafting Propagation"", ""Cutting"", ""Division"", ""Seed Propagation""]","Acer palmatum 'Butterfly' is a stunning variegated Japanese maple with bright yellow foliage that's sure to draw attention. Its fine-textured leaves feature a network of veins in shades of green and white, resembling the pattern on a butterfly's wings. In the summer, the foliage fades to a pale cream color, and in the autumn, the yellow-green edges flush pink. Its weeping form creates an enchanting, cascading display. This low-maintenance plant tolerates a variety of soils and is drought-tolerant once established, making it a wonderful choice for gardens of all sizes. Its stunning leaf display makes Butterfly Variegated Japanese Maple a must-have feature for the garden."
