general_plant_id,regular_url_image,thumbnail_image
76,https://perenual.com/storage/species_image/76_acer_palmatum_koto_no_ito/regular/Acer_palmatum_27Linearilobum27_JPG1L.jpg,https://perenual.com/storage/species_image/76_acer_palmatum_koto_no_ito/thumbnail/Acer_palmatum_27Linearilobum27_JPG1L.jpg
77,https://perenual.com/storage/species_image/77_acer_palmatum_linearilobum/regular/3466572143_4470363413_b.jpg,https://perenual.com/storage/species_image/77_acer_palmatum_linearilobum/thumbnail/3466572143_4470363413_b.jpg
78,https://perenual.com/storage/species_image/78_acer_palmatum_margaret_bee/regular/Acer_palmatum_28Japanese_maple_tree29_3_284904402847329.jpg,https://perenual.com/storage/species_image/78_acer_palmatum_margaret_bee/thumbnail/Acer_palmatum_28Japanese_maple_tree29_3_284904402847329.jpg
79,https://perenual.com/storage/species_image/79_acer_palmatum_mikawa_yatsubusa/regular/2560px-Acer_palmatum_27Kashima_Yatsubusa27_-_Asticou_Azalea_Garden_-_Northeast_Harbor2C_Maine_-_DSC03516.jpg,https://perenual.com/storage/species_image/79_acer_palmatum_mikawa_yatsubusa/thumbnail/2560px-Acer_palmatum_27Kashima_Yatsubusa27_-_Asticou_Azalea_Garden_-_Northeast_Harbor2C_Maine_-_DSC03516.jpg
80,,
81,https://perenual.com/storage/species_image/81_acer_palmatum_moonfire/regular/4846299174_5cb4e644ae_b.jpg,https://perenual.com/storage/species_image/81_acer_palmatum_moonfire/thumbnail/4846299174_5cb4e644ae_b.jpg
82,https://perenual.com/storage/species_image/82_acer_palmatum_nishiki_gawa/regular/pexels-photo-4977537.jpg,https://perenual.com/storage/species_image/82_acer_palmatum_nishiki_gawa/thumbnail/pexels-photo-4977537.jpg
83,https://perenual.com/storage/species_image/83_acer_palmatum_nuresagi/regular/Acer_palmatum_27Nuresagi27_JPG1c.jpg,https://perenual.com/storage/species_image/83_acer_palmatum_nuresagi/thumbnail/Acer_palmatum_27Nuresagi27_JPG1c.jpg
84,https://perenual.com/storage/species_image/84_acer_palmatum_okagami/regular/4555737792_4363d30713_b.jpg,https://perenual.com/storage/species_image/84_acer_palmatum_okagami/thumbnail/4555737792_4363d30713_b.jpg
85,https://perenual.com/storage/species_image/85_acer_palmatum_okushimo/regular/27477811140_2298882b2f_b.jpg,https://perenual.com/storage/species_image/85_acer_palmatum_okushimo/thumbnail/27477811140_2298882b2f_b.jpg
86,https://perenual.com/storage/species_image/86_acer_palmatum_orange_dream/regular/2560px-Acer_palmatum_27Orange_Dream27_-_2020-05-08_-_Andy_Mabbett_-_13.jpg,https://perenual.com/storage/species_image/86_acer_palmatum_orange_dream/thumbnail/2560px-Acer_palmatum_27Orange_Dream27_-_2020-05-08_-_Andy_Mabbett_-_13.jpg
87,https://perenual.com/storage/species_image/87_acer_palmatum_orangeola/regular/4715310180_346e3f1ccb_b.jpg,https://perenual.com/storage/species_image/87_acer_palmatum_orangeola/thumbnail/4715310180_346e3f1ccb_b.jpg
88,https://perenual.com/storage/species_image/88_acer_palmatum_oregon_sunset/regular/autumn-leaves-leaves-autumn-the-leaves-deciduous-nature.jpg,https://perenual.com/storage/species_image/88_acer_palmatum_oregon_sunset/thumbnail/autumn-leaves-leaves-autumn-the-leaves-deciduous-nature.jpg
89,https://perenual.com/storage/species_image/89_acer_palmatum_oridono_nishiki/regular/Acer_palmatum_Oridono_nishiki_0zz.jpg,https://perenual.com/storage/species_image/89_acer_palmatum_oridono_nishiki/thumbnail/Acer_palmatum_Oridono_nishiki_0zz.jpg
90,https://perenual.com/storage/species_image/90_acer_palmatum_ornatum/regular/Acer_palmatum_var._dissectum_Ornatum_1zz.jpg,https://perenual.com/storage/species_image/90_acer_palmatum_ornatum/thumbnail/Acer_palmatum_var._dissectum_Ornatum_1zz.jpg
91,https://perenual.com/storage/species_image/91_acer_palmatum_osakazuki/regular/55257376_8dea2df86d_b.jpg,https://perenual.com/storage/species_image/91_acer_palmatum_osakazuki/thumbnail/55257376_8dea2df86d_b.jpg
92,https://perenual.com/storage/species_image/92_acer_palmatum_oshio_beni/regular/2560px-Acer_palmatum_27Oshio_beni27_-_JPG3.jpg,https://perenual.com/storage/species_image/92_acer_palmatum_oshio_beni/thumbnail/2560px-Acer_palmatum_27Oshio_beni27_-_JPG3.jpg
93,https://perenual.com/storage/species_image/93_acer_palmatum_oshu_shidare/regular/Acer_palmatum_Oshu_shidare_0zz.jpg,https://perenual.com/storage/species_image/93_acer_palmatum_oshu_shidare/thumbnail/Acer_palmatum_Oshu_shidare_0zz.jpg
94,https://perenual.com/storage/species_image/94_acer_palmatum_otake/regular/2397px-Acer_palmatum_27Ben27Otake27_in_Auckland_Botanic_Gardens_02.jpg,https://perenual.com/storage/species_image/94_acer_palmatum_otake/thumbnail/2397px-Acer_palmatum_27Ben27Otake27_in_Auckland_Botanic_Gardens_02.jpg
95,https://perenual.com/storage/species_image/95_acer_palmatum_otome_zakura/regular/Leaves_of_Acer_palmatum_28200529.jpg,https://perenual.com/storage/species_image/95_acer_palmatum_otome_zakura/thumbnail/Leaves_of_Acer_palmatum_28200529.jpg
96,https://perenual.com/storage/species_image/96_acer_palmatum_palmatifidum/regular/Acer_platanoides_27Palmatifidum27.jpg,https://perenual.com/storage/species_image/96_acer_palmatum_palmatifidum/thumbnail/Acer_platanoides_27Palmatifidum27.jpg
97,,
98,https://perenual.com/storage/species_image/98_acer_palmatum_pendulum_julian/regular/Acer_palmatum_var._dissectum_27Inaba-shidare27.jpg,https://perenual.com/storage/species_image/98_acer_palmatum_pendulum_julian/thumbnail/Acer_palmatum_var._dissectum_27Inaba-shidare27.jpg
99,https://perenual.com/storage/species_image/99_acer_palmatum_pink_lace/regular/Acer_palmatum_27Burgundy_lace_JPG1A.jpg,https://perenual.com/storage/species_image/99_acer_palmatum_pink_lace/thumbnail/Acer_palmatum_27Burgundy_lace_JPG1A.jpg
100,https://perenual.com/storage/species_image/100_acer_palmatum_pixie/regular/Acer_palmatum_27Oshio_beni27_-_JPG2.jpg,https://perenual.com/storage/species_image/100_acer_palmatum_pixie/thumbnail/Acer_palmatum_27Oshio_beni27_-_JPG2.jpg
101,https://perenual.com/storage/species_image/101_acer_palmatum_purple_ghost/regular/6886992806_f55f1a8613_b.jpg,https://perenual.com/storage/species_image/101_acer_palmatum_purple_ghost/thumbnail/6886992806_f55f1a8613_b.jpg
102,https://perenual.com/storage/species_image/102_acer_palmatum_red_dragon/regular/4847966614_089c83b489_b.jpg,https://perenual.com/storage/species_image/102_acer_palmatum_red_dragon/thumbnail/4847966614_089c83b489_b.jpg
103,https://perenual.com/storage/species_image/103_acer_palmatum_red_feathers/regular/pexels-photo-8065044.jpg,https://perenual.com/storage/species_image/103_acer_palmatum_red_feathers/thumbnail/pexels-photo-8065044.jpg
104,https://perenual.com/storage/species_image/104_acer_palmatum_red_filigree_lace/regular/Crimson_Queen_Japanese_Maple_plants_growing_in_NJ_in_April.jpg,https://perenual.com/storage/species_image/104_acer_palmatum_red_filigree_lace/thumbnail/Crimson_Queen_Japanese_Maple_plants_growing_in_NJ_in_April.jpg
105,https://perenual.com/storage/species_image/105_acer_palmatum_red_pygmy/regular/800px-Acer_Palmatum_27Red_Pygmy27.jpg,https://perenual.com/storage/species_image/105_acer_palmatum_red_pygmy/thumbnail/800px-Acer_Palmatum_27Red_Pygmy27.jpg
106,https://perenual.com/storage/species_image/106_acer_palmatum_red_select/regular/Acer_palmatum_27Burgundy_lace_JPG1A.jpg,https://perenual.com/storage/species_image/106_acer_palmatum_red_select/thumbnail/Acer_palmatum_27Burgundy_lace_JPG1A.jpg
107,https://perenual.com/storage/species_image/107_acer_palmatum_rhode_island_red/regular/16805737339_d92eafd674_b.jpg,https://perenual.com/storage/species_image/107_acer_palmatum_rhode_island_red/thumbnail/16805737339_d92eafd674_b.jpg
108,https://perenual.com/storage/species_image/108_acer_palmatum_ruby_ridge/regular/sk3776-image-kwvuoab1.jpg,https://perenual.com/storage/species_image/108_acer_palmatum_ruby_ridge/thumbnail/sk3776-image-kwvuoab1.jpg
109,,
110,https://perenual.com/storage/species_image/110_acer_palmatum_ruslyn_in_the_pink/regular/Acer_palmatum_var_amoenum_cv_Sanguineum2.jpg,https://perenual.com/storage/species_image/110_acer_palmatum_ruslyn_in_the_pink/thumbnail/Acer_palmatum_var_amoenum_cv_Sanguineum2.jpg
111,https://perenual.com/storage/species_image/111_acer_palmatum_ryusen/regular/26170793293_62330077e4_b.jpg,https://perenual.com/storage/species_image/111_acer_palmatum_ryusen/thumbnail/26170793293_62330077e4_b.jpg
112,,
113,https://perenual.com/storage/species_image/113_acer_palmatum_samarzam/regular/sk3776-image-kwvuoab1.jpg,https://perenual.com/storage/species_image/113_acer_palmatum_samarzam/thumbnail/sk3776-image-kwvuoab1.jpg
114,https://perenual.com/storage/species_image/114_acer_palmatum_sango_kaku/regular/50036749928_86277e5884_b.jpg,https://perenual.com/storage/species_image/114_acer_palmatum_sango_kaku/thumbnail/50036749928_86277e5884_b.jpg
115,https://perenual.com/storage/species_image/115_acer_palmatum_sazanami/regular/foliage_green_branch_plant_plants_sheet_japanese_maple-1130713.jpg,https://perenual.com/storage/species_image/115_acer_palmatum_sazanami/thumbnail/foliage_green_branch_plant_plants_sheet_japanese_maple-1130713.jpg
116,https://perenual.com/storage/species_image/116_acer_palmatum_scolopendrifolium/regular/Acer_palmatum_Scolopendrifolium_0zz.jpg,https://perenual.com/storage/species_image/116_acer_palmatum_scolopendrifolium/thumbnail/Acer_palmatum_Scolopendrifolium_0zz.jpg
117,https://perenual.com/storage/species_image/117_acer_palmatum_seiryu/regular/24996540407_3b910e979d_b.jpg,https://perenual.com/storage/species_image/117_acer_palmatum_seiryu/thumbnail/24996540407_3b910e979d_b.jpg
118,https://perenual.com/storage/species_image/118_acer_palmatum_shaina/regular/2560px-Acer_palmatum_27Shaina27_in_Christchurch_Botanic_Gardens_02.jpg,https://perenual.com/storage/species_image/118_acer_palmatum_shaina/thumbnail/2560px-Acer_palmatum_27Shaina27_in_Christchurch_Botanic_Gardens_02.jpg
119,https://perenual.com/storage/species_image/119_acer_palmatum_sherwood_elfin/regular/Acer_palmatum_10_by_Line1.jpg,https://perenual.com/storage/species_image/119_acer_palmatum_sherwood_elfin/thumbnail/Acer_palmatum_10_by_Line1.jpg
120,https://perenual.com/storage/species_image/120_acer_palmatum_sherwood_flame/regular/43548598614_3fdf490bfb_b.jpg,https://perenual.com/storage/species_image/120_acer_palmatum_sherwood_flame/thumbnail/43548598614_3fdf490bfb_b.jpg
121,https://perenual.com/storage/species_image/121_acer_palmatum_shindeshojo/regular/5827311526_cd9a9096a0_b.jpg,https://perenual.com/storage/species_image/121_acer_palmatum_shindeshojo/thumbnail/5827311526_cd9a9096a0_b.jpg
122,,
123,https://perenual.com/storage/species_image/123_acer_palmatum_shishigashira/regular/4847315016_26a7119afa_b.jpg,https://perenual.com/storage/species_image/123_acer_palmatum_shishigashira/thumbnail/4847315016_26a7119afa_b.jpg
124,https://perenual.com/storage/species_image/124_acer_palmatum_shishio_hime/regular/3ea9ddf894f766d45ef848c98b9a-1424381.jpg,https://perenual.com/storage/species_image/124_acer_palmatum_shishio_hime/thumbnail/3ea9ddf894f766d45ef848c98b9a-1424381.jpg
125,https://perenual.com/storage/species_image/125_acer_palmatum_spring_delight/regular/Acer_palmatum_Eddisbury_-_Flickr_-_peganum_28129.jpg,https://perenual.com/storage/species_image/125_acer_palmatum_spring_delight/thumbnail/Acer_palmatum_Eddisbury_-_Flickr_-_peganum_28129.jpg
126,https://perenual.com/storage/species_image/126_acer_palmatum_suminagashi/regular/japanese-maple-fall-color-leaves-red.jpg,https://perenual.com/storage/species_image/126_acer_palmatum_suminagashi/thumbnail/japanese-maple-fall-color-leaves-red.jpg
127,https://perenual.com/storage/species_image/127_acer_palmatum_tama_hime/regular/3467420590_a48a005ba1_b.jpg,https://perenual.com/storage/species_image/127_acer_palmatum_tama_hime/thumbnail/3467420590_a48a005ba1_b.jpg
128,https://perenual.com/storage/species_image/128_acer_palmatum_tamukeyama/regular/Acer_palmatum_27Tamukeyama27_at_Coker_Arboretum.jpg,https://perenual.com/storage/species_image/128_acer_palmatum_tamukeyama/thumbnail/Acer_palmatum_27Tamukeyama27_at_Coker_Arboretum.jpg
129,https://perenual.com/storage/species_image/129_acer_palmatum_tana/regular/Acer_palmatum_subsp._amoenum_in_Hackfalls_Arboretum_28229.jpg,https://perenual.com/storage/species_image/129_acer_palmatum_tana/thumbnail/Acer_palmatum_subsp._amoenum_in_Hackfalls_Arboretum_28229.jpg
130,https://perenual.com/storage/species_image/130_acer_palmatum_tobiosho/regular/Acer_palmatum_27Elegans27_JPG1L.jpg,https://perenual.com/storage/species_image/130_acer_palmatum_tobiosho/thumbnail/Acer_palmatum_27Elegans27_JPG1L.jpg
131,https://perenual.com/storage/species_image/131_acer_palmatum_trompenburg/regular/japanese-maple-leaves-new-tree-ornamental-plant-red.jpg,https://perenual.com/storage/species_image/131_acer_palmatum_trompenburg/thumbnail/japanese-maple-leaves-new-tree-ornamental-plant-red.jpg
132,https://perenual.com/storage/species_image/132_acer_palmatum_tsukasa_silhouette/regular/Acer_palmatum_Eddisbury_-_Flickr_-_peganum.jpg,https://perenual.com/storage/species_image/132_acer_palmatum_tsukasa_silhouette/thumbnail/Acer_palmatum_Eddisbury_-_Flickr_-_peganum.jpg
133,,
134,,
135,https://perenual.com/storage/species_image/135_acer_palmatum_twomblys_red_sentinel/regular/33757558900_958207d989_b.jpg,https://perenual.com/storage/species_image/135_acer_palmatum_twomblys_red_sentinel/thumbnail/33757558900_958207d989_b.jpg
136,https://perenual.com/storage/species_image/136_acer_palmatum_ueno_homare/regular/3ea9ddf894f766d45ef848c98b9a-1424381.jpg,https://perenual.com/storage/species_image/136_acer_palmatum_ueno_homare/thumbnail/3ea9ddf894f766d45ef848c98b9a-1424381.jpg
137,https://perenual.com/storage/species_image/137_acer_palmatum_ukigumo/regular/4845850971_a6f376a12a_b.jpg,https://perenual.com/storage/species_image/137_acer_palmatum_ukigumo/thumbnail/4845850971_a6f376a12a_b.jpg
138,https://perenual.com/storage/species_image/138_acer_palmatum_utsu_semi/regular/Acer_palmatum_Klon_palmowy_2019-05-26_05.jpg,https://perenual.com/storage/species_image/138_acer_palmatum_utsu_semi/thumbnail/Acer_palmatum_Klon_palmowy_2019-05-26_05.jpg
139,,
140,,
141,https://perenual.com/storage/species_image/141_acer_palmatum_wolff/regular/41561385154_d744c9f519_b.jpg,https://perenual.com/storage/species_image/141_acer_palmatum_wolff/thumbnail/41561385154_d744c9f519_b.jpg
142,,
143,https://perenual.com/storage/species_image/143_acer_palmatum_yubae/regular/51150061025_29f690d490_b.jpg,https://perenual.com/storage/species_image/143_acer_palmatum_yubae/thumbnail/51150061025_29f690d490_b.jpg
144,https://perenual.com/storage/species_image/144_acer_pensylvanicum/regular/50159672678_a016bd18b9_b.jpg,https://perenual.com/storage/species_image/144_acer_pensylvanicum/thumbnail/50159672678_a016bd18b9_b.jpg
145,https://perenual.com/storage/species_image/145_acer_platanoides_crimson_king/regular/35279593622_dbffc5f94b_b.jpg,https://perenual.com/storage/species_image/145_acer_platanoides_crimson_king/thumbnail/35279593622_dbffc5f94b_b.jpg
146,https://perenual.com/storage/species_image/146_acer_platanoides_crimson_sentry/regular/Acer_platanoides_Faassen27s_Black_kz1.jpg,https://perenual.com/storage/species_image/146_acer_platanoides_crimson_sentry/thumbnail/Acer_platanoides_Faassen27s_Black_kz1.jpg
147,https://perenual.com/storage/species_image/147_acer_platanoides_drummondii/regular/10840118873_cc5e8da787_b.jpg,https://perenual.com/storage/species_image/147_acer_platanoides_drummondii/thumbnail/10840118873_cc5e8da787_b.jpg
148,https://perenual.com/storage/species_image/148_acer_platanoides_emerald_queen/regular/Acer_saccharum_28Sugar_maple29_282692405476329.jpg,https://perenual.com/storage/species_image/148_acer_platanoides_emerald_queen/thumbnail/Acer_saccharum_28Sugar_maple29_282692405476329.jpg
149,https://perenual.com/storage/species_image/149_acer_platanoides_princeton_gold/regular/Acer_27Golden_Globe27_02.jpg,https://perenual.com/storage/species_image/149_acer_platanoides_princeton_gold/thumbnail/Acer_27Golden_Globe27_02.jpg
150,https://perenual.com/storage/species_image/150_acer_pseudoplatanus_eskimo_sunset/regular/Acer_pseudoplatanus_27Nizetii27_b.jpg,https://perenual.com/storage/species_image/150_acer_pseudoplatanus_eskimo_sunset/thumbnail/Acer_pseudoplatanus_27Nizetii27_b.jpg
151,https://perenual.com/storage/species_image/151_acer_pseudoplatanus_nizetii/regular/800px-Acer_pseudoplatanus_Nizetii_2017-06-25_3000.jpg,https://perenual.com/storage/species_image/151_acer_pseudoplatanus_nizetii/thumbnail/800px-Acer_pseudoplatanus_Nizetii_2017-06-25_3000.jpg
152,https://perenual.com/storage/species_image/152_acer_pseudosieboldianum/regular/2560px-Acer_pseudosieboldianum_flowers.jpg,https://perenual.com/storage/species_image/152_acer_pseudosieboldianum/thumbnail/2560px-Acer_pseudosieboldianum_flowers.jpg
153,https://perenual.com/storage/species_image/153_acer_rubrum/regular/10482675495_e8b601445f_b.jpg,https://perenual.com/storage/species_image/153_acer_rubrum/thumbnail/10482675495_e8b601445f_b.jpg
154,https://perenual.com/storage/species_image/154_acer_rubrum_autumn_flame/regular/Acer_rubrum_Autumn_Flame_0zz.jpg,https://perenual.com/storage/species_image/154_acer_rubrum_autumn_flame/thumbnail/Acer_rubrum_Autumn_Flame_0zz.jpg
155,https://perenual.com/storage/species_image/155_acer_rubrum_bowhall/regular/Acer_rubrum_28summertime29.jpg,https://perenual.com/storage/species_image/155_acer_rubrum_bowhall/thumbnail/Acer_rubrum_28summertime29.jpg
156,https://perenual.com/storage/species_image/156_acer_rubrum_franksred/regular/tree_leaves_maple_autumn_fall_red_woods_forest-1017374.jpg,https://perenual.com/storage/species_image/156_acer_rubrum_franksred/thumbnail/tree_leaves_maple_autumn_fall_red_woods_forest-1017374.jpg
157,https://perenual.com/storage/species_image/157_acer_saccharum_commemoration/regular/21860822053_bda135cb61_b.jpg,https://perenual.com/storage/species_image/157_acer_saccharum_commemoration/thumbnail/21860822053_bda135cb61_b.jpg
158,,
159,https://perenual.com/storage/species_image/159_acer_saccharum_legacy/regular/Acer_saccharum_Legacy_5zz.jpg,https://perenual.com/storage/species_image/159_acer_saccharum_legacy/thumbnail/Acer_saccharum_Legacy_5zz.jpg
160,https://perenual.com/storage/species_image/160_acer_shirasawanum_aureum/regular/40091522863_81a1e0d56a_b.jpg,https://perenual.com/storage/species_image/160_acer_shirasawanum_aureum/thumbnail/40091522863_81a1e0d56a_b.jpg
161,https://perenual.com/storage/species_image/161_acer_shirasawanum_autumn_moon/regular/4846304086_2ff780588a_b.jpg,https://perenual.com/storage/species_image/161_acer_shirasawanum_autumn_moon/thumbnail/4846304086_2ff780588a_b.jpg
162,https://perenual.com/storage/species_image/162_acer_shirasawanum_moonrise/regular/8689668185_8464856330_b.jpg,https://perenual.com/storage/species_image/162_acer_shirasawanum_moonrise/thumbnail/8689668185_8464856330_b.jpg
163,https://perenual.com/storage/species_image/163_acer_shirasawanum_red_dawn/regular/800px-Acer_Palmatum_27Red_Pygmy27.jpg,https://perenual.com/storage/species_image/163_acer_shirasawanum_red_dawn/thumbnail/800px-Acer_Palmatum_27Red_Pygmy27.jpg
164,https://perenual.com/storage/species_image/164_acer_shirasawanum_yasemin/regular/acer_palmatum_japanese_maples_trees_red_red_leaves_blue_sky_blue_white-1126158.jpg,https://perenual.com/storage/species_image/164_acer_shirasawanum_yasemin/thumbnail/acer_palmatum_japanese_maples_trees_red_red_leaves_blue_sky_blue_white-1126158.jpg
165,https://perenual.com/storage/species_image/165_acer_tataricum_garann/regular/Acer_tataricum_28fruits29.jpg,https://perenual.com/storage/species_image/165_acer_tataricum_garann/thumbnail/Acer_tataricum_28fruits29.jpg
166,https://perenual.com/storage/species_image/166_acer_tegmentosum/regular/9310377367_1b5eed3b3a_b.jpg,https://perenual.com/storage/species_image/166_acer_tegmentosum/thumbnail/9310377367_1b5eed3b3a_b.jpg
167,https://perenual.com/storage/species_image/167_acer_tegmentosum_joe_witt/regular/800px-Acer_tegmentosum_-_Morris_Arboretum_-_DSC00441.jpg,https://perenual.com/storage/species_image/167_acer_tegmentosum_joe_witt/thumbnail/800px-Acer_tegmentosum_-_Morris_Arboretum_-_DSC00441.jpg
168,https://perenual.com/storage/species_image/168_acer_tegmentosum_white_tigress/regular/800px-Acer_tegmentosum_-_Morris_Arboretum_-_DSC00441.jpg,https://perenual.com/storage/species_image/168_acer_tegmentosum_white_tigress/thumbnail/800px-Acer_tegmentosum_-_Morris_Arboretum_-_DSC00441.jpg
169,https://perenual.com/storage/species_image/169_acer_triflorum/regular/37535348714_80f57b2dc9_b.jpg,https://perenual.com/storage/species_image/169_acer_triflorum/thumbnail/37535348714_80f57b2dc9_b.jpg
170,https://perenual.com/storage/species_image/170_acer_x_freemanii_armstrong/regular/10482927313_0306d993c3_b.jpg,https://perenual.com/storage/species_image/170_acer_x_freemanii_armstrong/thumbnail/10482927313_0306d993c3_b.jpg
171,https://perenual.com/storage/species_image/171_acer_x_freemanii_jeffersred/regular/Acer_x_freemanii_Autumn_Blaze_5zz.jpg,https://perenual.com/storage/species_image/171_acer_x_freemanii_jeffersred/thumbnail/Acer_x_freemanii_Autumn_Blaze_5zz.jpg
172,https://perenual.com/storage/species_image/172_albizia_julibrissin/regular/51755776916_8af064be1e_b.jpg,https://perenual.com/storage/species_image/172_albizia_julibrissin/thumbnail/51755776916_8af064be1e_b.jpg
173,https://perenual.com/storage/species_image/173_albizia_julibrissin_boubri/regular/Albizia_julibrissin_boubri.jpg,https://perenual.com/storage/species_image/173_albizia_julibrissin_boubri/thumbnail/Albizia_julibrissin_boubri.jpg
174,https://perenual.com/storage/species_image/174_albizia_julibrissin_summer_chocolate/regular/4846456933_a3fd8efe99_b.jpg,https://perenual.com/storage/species_image/174_albizia_julibrissin_summer_chocolate/thumbnail/4846456933_a3fd8efe99_b.jpg
175,https://perenual.com/storage/species_image/175_amelanchier_x_grandiflora_autumn_brilliance/regular/10657964154_16369dcdcf_b.jpg,https://perenual.com/storage/species_image/175_amelanchier_x_grandiflora_autumn_brilliance/thumbnail/10657964154_16369dcdcf_b.jpg
176,https://perenual.com/storage/species_image/176_amelanchier_x_grandiflora_autumn_brilliance_tree_form/regular/Amelanchier_x_grandiflora_Autumn_Brilliance_12zz.jpg,https://perenual.com/storage/species_image/176_amelanchier_x_grandiflora_autumn_brilliance_tree_form/thumbnail/Amelanchier_x_grandiflora_Autumn_Brilliance_12zz.jpg
177,https://perenual.com/storage/species_image/177_amelanchier_x_grandiflora_ballerina/regular/Amelanchier_ovalis_fruits.jpg,https://perenual.com/storage/species_image/177_amelanchier_x_grandiflora_ballerina/thumbnail/Amelanchier_ovalis_fruits.jpg
178,https://perenual.com/storage/species_image/178_amelanchier_x_grandiflora_princess_diana/regular/Amelanchier_x_grandiflora_Autumn_Brilliance_11zz.jpg,https://perenual.com/storage/species_image/178_amelanchier_x_grandiflora_princess_diana/thumbnail/Amelanchier_x_grandiflora_Autumn_Brilliance_11zz.jpg
179,https://perenual.com/storage/species_image/179_aralia_elata_variegata/regular/25613108958_842b5c1a23_b.jpg,https://perenual.com/storage/species_image/179_aralia_elata_variegata/thumbnail/25613108958_842b5c1a23_b.jpg
180,https://perenual.com/storage/species_image/180_araucaria_araucana/regular/36535778593_bc16b86591_b.jpg,https://perenual.com/storage/species_image/180_araucaria_araucana/thumbnail/36535778593_bc16b86591_b.jpg
181,https://perenual.com/storage/species_image/181_arbutus_marina/regular/50783640608_7dfdc41b15_b.jpg,https://perenual.com/storage/species_image/181_arbutus_marina/thumbnail/50783640608_7dfdc41b15_b.jpg
182,https://perenual.com/storage/species_image/182_arbutus_menziesii/regular/22374647353_94489902ef_b.jpg,https://perenual.com/storage/species_image/182_arbutus_menziesii/thumbnail/22374647353_94489902ef_b.jpg
183,,
184,https://perenual.com/storage/species_image/184_asimina_triloba/regular/36488336082_9d0132fcd0_b.jpg,https://perenual.com/storage/species_image/184_asimina_triloba/thumbnail/36488336082_9d0132fcd0_b.jpg
185,https://perenual.com/storage/species_image/185_betula_crimson_frost/regular/B._pubescens_f._rubra_2.jpg,https://perenual.com/storage/species_image/185_betula_crimson_frost/thumbnail/B._pubescens_f._rubra_2.jpg
186,https://perenual.com/storage/species_image/186_betula_nigra/regular/38242143172_2670c4b8e2_b.jpg,https://perenual.com/storage/species_image/186_betula_nigra/thumbnail/38242143172_2670c4b8e2_b.jpg
187,https://perenual.com/storage/species_image/187_betula_nigra_clump/regular/23420494494_ce4115fc2c_b.jpg,https://perenual.com/storage/species_image/187_betula_nigra_clump/thumbnail/23420494494_ce4115fc2c_b.jpg
188,https://perenual.com/storage/species_image/188_betula_nigra_summer_cascade/regular/Betula_nigra_Summer_Cascade_0zz.jpg,https://perenual.com/storage/species_image/188_betula_nigra_summer_cascade/thumbnail/Betula_nigra_Summer_Cascade_0zz.jpg
189,https://perenual.com/storage/species_image/189_betula_papyrifera/regular/29933086455_99ed2521e9_b.jpg,https://perenual.com/storage/species_image/189_betula_papyrifera/thumbnail/29933086455_99ed2521e9_b.jpg
190,https://perenual.com/storage/species_image/190_betula_papyrifera_clump/regular/22580953798_d6404aaf4f_b.jpg,https://perenual.com/storage/species_image/190_betula_papyrifera_clump/thumbnail/22580953798_d6404aaf4f_b.jpg
191,https://perenual.com/storage/species_image/191_betula_populifolia_whitespire/regular/Betula_populifolia_leaves.jpg,https://perenual.com/storage/species_image/191_betula_populifolia_whitespire/thumbnail/Betula_populifolia_leaves.jpg
192,https://perenual.com/storage/species_image/192_betula_utilis_var_jacquemontii/regular/9020914937_f8664866cf_b.jpg,https://perenual.com/storage/species_image/192_betula_utilis_var_jacquemontii/thumbnail/9020914937_f8664866cf_b.jpg
193,https://perenual.com/storage/species_image/193_calocedrus_decurrens/regular/49153226872_1bf8feac75_b.jpg,https://perenual.com/storage/species_image/193_calocedrus_decurrens/thumbnail/49153226872_1bf8feac75_b.jpg
194,https://perenual.com/storage/species_image/194_carpinus_betulus/regular/52308565694_a3de5a41fc_b.jpg,https://perenual.com/storage/species_image/194_carpinus_betulus/thumbnail/52308565694_a3de5a41fc_b.jpg
195,https://perenual.com/storage/species_image/195_carpinus_betulus_fastigiata/regular/49080668718_25410417d6_b.jpg,https://perenual.com/storage/species_image/195_carpinus_betulus_fastigiata/thumbnail/49080668718_25410417d6_b.jpg
196,https://perenual.com/storage/species_image/196_carpinus_betulus_frans_fontaine/regular/49080668718_25410417d6_b.jpg,https://perenual.com/storage/species_image/196_carpinus_betulus_frans_fontaine/thumbnail/49080668718_25410417d6_b.jpg
197,https://perenual.com/storage/species_image/197_carpinus_betulus_pendula/regular/Carpinus_betulus_Pendula_1zz.jpg,https://perenual.com/storage/species_image/197_carpinus_betulus_pendula/thumbnail/Carpinus_betulus_Pendula_1zz.jpg
198,https://perenual.com/storage/species_image/198_carpinus_japonica/regular/21398773531_f81737abbd_b.jpg,https://perenual.com/storage/species_image/198_carpinus_japonica/thumbnail/21398773531_f81737abbd_b.jpg
199,https://perenual.com/storage/species_image/199_catalpa_bignonioides_aurea/regular/9207605354_43a5ee5982_b.jpg,https://perenual.com/storage/species_image/199_catalpa_bignonioides_aurea/thumbnail/9207605354_43a5ee5982_b.jpg
200,https://perenual.com/storage/species_image/200_cedrus_atlantica_glauca/regular/33077930105_cc2b0dac42_b.jpg,https://perenual.com/storage/species_image/200_cedrus_atlantica_glauca/thumbnail/33077930105_cc2b0dac42_b.jpg
